contrast0.3000,0.7250,1.1500,1.5750,2.0000
abstract_104253.jpg,0.2056543081998825,0.2732471823692322,0.3133086860179901,0.3412073850631714,0.3451225757598877
abstract_108027.jpg,0.08021324872970581,0.0869719609618187,0.10193932056427002,0.09523919969797134,0.1050429567694664
abstract_108573.jpg,0.3748091161251068,0.47779393196105957,0.502997875213623,0.5157930850982666,0.5385165214538574
abstract_108973.jpg,0.25620999932289124,0.23478476703166962,0.21187792718410492,0.21003130078315735,0.2233159989118576
abstract_110131.jpg,0.3891177475452423,0.5466506481170654,0.5830864310264587,0.581795334815979,0.5677486062049866
abstract_110241.jpg,0.09257900714874268,0.10061945766210556,0.09070179611444473,0.08407101035118103,0.08849002420902252
abstract_11365.jpg,0.40262338519096375,0.502501368522644,0.5203577280044556,0.5326670408248901,0.5375373363494873
abstract_115154.jpg,0.403578519821167,0.5112138986587524,0.5557514429092407,0.5597265958786011,0.5594789385795593
abstract_11541.jpg,0.2822328209877014,0.3418905436992645,0.3713570833206177,0.3851146101951599,0.3965391516685486
abstract_118988.jpg,0.24994297325611115,0.30959129333496094,0.3111661374568939,0.3431013226509094,0.36833497881889343
abstract_119737.jpg,0.18103447556495667,0.2575485110282898,0.3225780725479126,0.36690932512283325,0.4011923670768738
abstract_119844.jpg,0.08499784022569656,0.10069000720977783,0.10115916281938553,0.11239749193191528,0.12317775189876556
abstract_12281.jpg,0.3432838022708893,0.39346495270729065,0.410352498292923,0.4138708710670471,0.42035430669784546
abstract_122976.jpg,0.18964551389217377,0.24026627838611603,0.25123533606529236,0.24339577555656433,0.2378406673669815
abstract_12446.jpg,0.1452847421169281,0.17219199240207672,0.17883329093456268,0.1872599571943283,0.20013315975666046
abstract_12600.jpg,0.3458554148674011,0.4474627673625946,0.48757731914520264,0.5056700706481934,0.5098772644996643
abstract_12841.jpg,0.23956634104251862,0.27067625522613525,0.2727232277393341,0.2825548052787781,0.2975848615169525
abstract_129479.jpg,0.27610114216804504,0.32799428701400757,0.33026260137557983,0.34670212864875793,0.35368025302886963
abstract_130501.jpg,0.3839954137802124,0.4630569517612457,0.4763484001159668,0.47194886207580566,0.47543641924858093
abstract_13266.jpg,0.10290153324604034,0.1501346379518509,0.15862998366355896,0.16700781881809235,0.16122370958328247
abstract_136873.jpg,0.20856820046901703,0.3057539463043213,0.3592350482940674,0.34316354990005493,0.31948694586753845
abstract_137803.jpg,0.20076635479927063,0.26373594999313354,0.2716539204120636,0.277772456407547,0.28085172176361084
abstract_140344.jpg,0.2521688938140869,0.26050877571105957,0.2653767466545105,0.2787351608276367,0.2901252508163452
abstract_140898.jpg,0.18532080948352814,0.2334432601928711,0.22462047636508942,0.19377250969409943,0.18723110854625702
abstract_141760.jpg,0.42742279171943665,0.4523411989212036,0.4653773903846741,0.46309685707092285,0.4598306715488434
abstract_145743.jpg,0.24872173368930817,0.3528189957141876,0.41203558444976807,0.41747158765792847,0.4143253266811371
abstract_149245.jpg,0.30485114455223083,0.3285226821899414,0.30693092942237854,0.31913039088249207,0.3246272802352905
abstract_149611.jpg,0.28605887293815613,0.34547528624534607,0.34843745827674866,0.3421076834201813,0.3309204578399658
abstract_153176.jpg,0.34756946563720703,0.3860000967979431,0.3859632611274719,0.37291765213012695,0.3929046094417572
abstract_153861.jpg,0.12534984946250916,0.14073947072029114,0.1481805294752121,0.15018033981323242,0.1578391194343567
abstract_159220.jpg,0.23327092826366425,0.27401530742645264,0.28046685457229614,0.27235233783721924,0.26847508549690247
abstract_161035.jpg,0.2852799892425537,0.27774080634117126,0.28197893500328064,0.28955790400505066,0.283420592546463
abstract_16310.jpg,0.21894463896751404,0.2823491394519806,0.28377050161361694,0.3016861081123352,0.3177569806575775
abstract_16401.jpg,0.10360734164714813,0.10521062463521957,0.10155106335878372,0.10688577592372894,0.11484192311763763
abstract_16654.jpg,0.4267215430736542,0.5161262154579163,0.5635979771614075,0.5525296330451965,0.551763653755188
abstract_168087.jpg,0.20524510741233826,0.240022674202919,0.25596943497657776,0.21976985037326813,0.19138884544372559
abstract_169612.jpg,0.14049625396728516,0.1775554120540619,0.2020702362060547,0.22139881551265717,0.21680328249931335
abstract_170546.jpg,0.10543280839920044,0.07891179621219635,0.08838476985692978,0.10020000487565994,0.10556618124246597
abstract_172574.jpg,0.37401828169822693,0.4851091802120209,0.49925071001052856,0.4894886016845703,0.5049532055854797
abstract_174317.jpg,0.30385875701904297,0.4173125922679901,0.47056204080581665,0.5200010538101196,0.5551358461380005
abstract_174379.jpg,0.2852770984172821,0.3483675420284271,0.37549862265586853,0.4169260859489441,0.437249094247818
abstract_177715.jpg,0.229012131690979,0.27197837829589844,0.2726737856864929,0.2610756754875183,0.2509263753890991
abstract_180106.jpg,0.23108315467834473,0.24571575224399567,0.26346638798713684,0.28168168663978577,0.29869186878204346
abstract_180676.jpg,0.23623323440551758,0.28088927268981934,0.2792160212993622,0.2756584882736206,0.27236226201057434
abstract_185208.jpg,0.47022873163223267,0.5743987560272217,0.5845716595649719,0.6183844804763794,0.6314302682876587
abstract_186489.jpg,0.5698370933532715,0.6509581208229065,0.6738699674606323,0.6616416573524475,0.6570380330085754
abstract_188059.jpg,0.16745951771736145,0.16043058037757874,0.141280397772789,0.13189730048179626,0.13280759751796722
abstract_192735.jpg,0.3419681787490845,0.524157702922821,0.576673686504364,0.6043835878372192,0.6057454943656921
abstract_199341.jpg,0.2630903422832489,0.3115921914577484,0.33877941966056824,0.3521372973918915,0.36136141419410706
abstract_19977.jpg,0.08041412383317947,0.10282042622566223,0.10922597348690033,0.08587677031755447,0.09309861809015274
abstract_20720.jpg,0.21559372544288635,0.33572378754615784,0.3798448443412781,0.3959973454475403,0.3960144519805908
abstract_209255.jpg,0.3387394845485687,0.39452165365219116,0.4012850224971771,0.40636754035949707,0.41312649846076965
abstract_209324.jpg,0.2176051288843155,0.2533878982067108,0.2686295807361603,0.272969126701355,0.28565916419029236
