hflip,flipped
abstract_104253.jpg,0.2921348214149475
abstract_108027.jpg,0.1334613859653473
abstract_108573.jpg,0.49509328603744507
abstract_108973.jpg,0.24941039085388184
abstract_110131.jpg,0.5544084310531616
abstract_110241.jpg,0.09896839410066605
abstract_11365.jpg,0.4907304346561432
abstract_115154.jpg,0.5292468667030334
abstract_11541.jpg,0.3745623230934143
abstract_118988.jpg,0.31080925464630127
abstract_119737.jpg,0.30123665928840637
abstract_119844.jpg,0.10026266425848007
abstract_12281.jpg,0.43140509724617004
abstract_122976.jpg,0.23976998031139374
abstract_12446.jpg,0.20809711515903473
abstract_12600.jpg,0.44846031069755554
abstract_12841.jpg,0.28479838371276855
abstract_129479.jpg,0.33698076009750366
abstract_130501.jpg,0.46821922063827515
abstract_13266.jpg,0.15971477329730988
abstract_136873.jpg,0.3591374158859253
abstract_137803.jpg,0.29331013560295105
abstract_140344.jpg,0.25704318284988403
abstract_140898.jpg,0.23240262269973755
abstract_141760.jpg,0.49011486768722534
abstract_145743.jpg,0.4377163052558899
abstract_149245.jpg,0.3654498755931854
abstract_149611.jpg,0.3523601293563843
abstract_153176.jpg,0.3998416066169739
abstract_153861.jpg,0.15346822142601013
abstract_159220.jpg,0.28357911109924316
abstract_161035.jpg,0.2736077308654785
abstract_16310.jpg,0.2727506756782532
abstract_16401.jpg,0.11458564549684525
abstract_16654.jpg,0.5556473731994629
abstract_168087.jpg,0.2661409080028534
abstract_169612.jpg,0.21744443476200104
abstract_170546.jpg,0.08115797489881516
abstract_172574.jpg,0.4809790849685669
abstract_174317.jpg,0.4018743932247162
abstract_174379.jpg,0.3731825053691864
abstract_177715.jpg,0.2988887131214142
abstract_180106.jpg,0.24978239834308624
abstract_180676.jpg,0.27373483777046204
abstract_185208.jpg,0.6177574992179871
abstract_186489.jpg,0.6517686247825623
abstract_188059.jpg,0.14637775719165802
abstract_192735.jpg,0.5615100860595703
abstract_199341.jpg,0.3284377455711365
abstract_19977.jpg,0.12526817619800568
abstract_20720.jpg,0.3746687173843384
abstract_209255.jpg,0.4076288938522339
abstract_209324.jpg,0.26473739743232727
abstract_20948.jpg,0.1275038868188858
abstract_212834.jpg,0.26850655674934387
abstract_21426.jpg,0.3023532032966614
abstract_215171.jpg,0.40641093254089355
abstract_224195.jpg,0.3404328525066376
abstract_226410.jpg,0.2616775929927826
abstract_226559.jpg,0.4685951769351959
abstract_226991.jpg,0.32758957147598267
abstract_233783.jpg,0.4349932372570038
abstract_237710.jpg,0.17229294776916504
abstract_238568.jpg,0.29397261142730713
abstract_246382.jpg,0.48433351516723633
abstract_249426.jpg,0.5703680515289307
abstract_25144.jpg,0.36776307225227356
abstract_257677.jpg,0.24264973402023315
abstract_257964.jpg,0.4161068797111511
abstract_258132.jpg,0.5390805006027222
abstract_259822.jpg,0.11861167848110199
abstract_261021.jpg,0.19453701376914978
abstract_26666.jpg,0.13978593051433563
abstract_288691.jpg,0.3495591878890991
abstract_28904.jpg,0.2363279014825821
abstract_289350.jpg,0.3401229679584503
abstract_28944.jpg,0.2474801242351532
abstract_290529.jpg,0.1954856663942337
abstract_29066.jpg,0.4140162169933319
abstract_290780.jpg,0.2844626307487488
abstract_291044.jpg,0.1478530317544937
abstract_291070.jpg,0.2086130976676941
abstract_291097.jpg,0.28129929304122925
abstract_291179.jpg,0.47074487805366516
abstract_29580.jpg,0.2762605845928192
abstract_295893.jpg,0.26749151945114136
abstract_296916.jpg,0.42562752962112427
abstract_29723.jpg,0.32749566435813904
abstract_300595.jpg,0.11306620389223099
abstract_301707.jpg,0.19500809907913208
abstract_302845.jpg,0.08818187564611435
abstract_303327.jpg,0.12944556772708893
abstract_307754.jpg,0.33655020594596863
abstract_308043.jpg,0.3894997835159302
abstract_309898.jpg,0.09434915333986282
abstract_310454.jpg,0.27743807435035706
abstract_310653.jpg,0.3395989239215851
abstract_310802.jpg,0.4203387498855591
abstract_311503.jpg,0.1770649254322052
abstract_311616.jpg,0.2060503512620926
abstract_311729.jpg,0.5277464985847473
abstract_312504.jpg,0.5912186503410339
abstract_312777.jpg,0.4895282983779907
abstract_316355.jpg,0.28954920172691345
abstract_316358.jpg,0.4388599693775177
abstract_318951.jpg,0.15246416628360748
abstract_325896.jpg,0.36359426379203796
abstract_32614.jpg,0.6011030077934265
abstract_326484.jpg,0.49494072794914246
abstract_329101.jpg,0.3037388324737549
abstract_333636.jpg,0.35989096760749817
abstract_340395.jpg,0.29275408387184143
abstract_34251.jpg,0.22136324644088745
abstract_343674.jpg,0.1297687441110611
abstract_344290.jpg,0.3525329828262329
abstract_354329.jpg,0.3802780508995056
abstract_356878.jpg,0.27045005559921265
abstract_35910.jpg,0.6371256709098816
abstract_364274.jpg,0.386220782995224
abstract_364470.jpg,0.23987194895744324
abstract_364933.jpg,0.525040864944458
abstract_369126.jpg,0.21192142367362976
abstract_37265.jpg,0.21502920985221863
abstract_374458.jpg,0.29924827814102173
abstract_379509.jpg,0.45957013964653015
abstract_38109.jpg,0.4275485575199127
abstract_385814.jpg,0.5664834976196289
abstract_386260.jpg,0.668903112411499
abstract_386711.jpg,0.6375517845153809
abstract_386860.jpg,0.27119576930999756
abstract_389884.jpg,0.2529881000518799
abstract_395249.jpg,0.5391112565994263
abstract_398873.jpg,0.36655908823013306
abstract_398894.jpg,0.13938285410404205
abstract_400579.jpg,0.3019435703754425
abstract_400846.jpg,0.30474862456321716
abstract_400919.jpg,0.5492842197418213
abstract_401048.jpg,0.41012904047966003
abstract_401246.jpg,0.4007360637187958
