brightness,-128,  -64,    0,   64,  128
abstract_104253.jpg,0.2194109410047531,0.22106507420539856,0.30845001339912415,0.3006022870540619,0.29416605830192566
abstract_108027.jpg,0.0807562991976738,0.08127109706401825,0.09520049393177032,0.08729258924722672,0.07783245295286179
abstract_108573.jpg,0.4900319576263428,0.5064009428024292,0.4955029785633087,0.4521144926548004,0.3214747905731201
abstract_108973.jpg,0.1529746651649475,0.1614699810743332,0.218353733420372,0.21496379375457764,0.22822847962379456
abstract_110131.jpg,0.5411088466644287,0.5736249089241028,0.5837456583976746,0.5052284002304077,0.36965692043304443
abstract_110241.jpg,0.09954450279474258,0.09959984570741653,0.09584715217351913,0.11031583696603775,0.10086192190647125
abstract_11365.jpg,0.4833862781524658,0.5231923460960388,0.5194899439811707,0.5028886198997498,0.45767080783843994
abstract_115154.jpg,0.4385954439640045,0.5235252976417542,0.5478601455688477,0.5133339762687683,0.438232421875
abstract_11541.jpg,0.30172115564346313,0.37803933024406433,0.36589324474334717,0.34814921021461487,0.2905896306037903
abstract_118988.jpg,0.3801545798778534,0.3511808514595032,0.3082243800163269,0.29270797967910767,0.27022045850753784
abstract_119737.jpg,0.06884988397359848,0.3113459348678589,0.3028000295162201,0.25055140256881714,0.23343229293823242
abstract_119844.jpg,0.053660798817873,0.08888441324234009,0.1011982187628746,0.11736322939395905,0.11842286586761475
abstract_12281.jpg,0.36072322726249695,0.39502331614494324,0.4095400869846344,0.40192142128944397,0.34773051738739014
abstract_122976.jpg,0.24851247668266296,0.25783461332321167,0.2528328597545624,0.1957581341266632,0.18167227506637573
abstract_12446.jpg,0.20666666328907013,0.1924508810043335,0.17981337010860443,0.1363019347190857,0.07968441396951675
abstract_12600.jpg,0.4439731538295746,0.4935513436794281,0.47857096791267395,0.4320277273654938,0.3818826377391815
abstract_12841.jpg,0.2674003839492798,0.28266850113868713,0.285324364900589,0.2743963599205017,0.27245229482650757
abstract_129479.jpg,0.2135772705078125,0.2913224697113037,0.33108559250831604,0.35445696115493774,0.3748203217983246
abstract_130501.jpg,0.32568278908729553,0.4244367182254791,0.47916120290756226,0.4586874544620514,0.4338441789150238
abstract_13266.jpg,0.17340366542339325,0.1724889874458313,0.1582057923078537,0.0927400216460228,0.07645893096923828
abstract_136873.jpg,0.247247114777565,0.31925609707832336,0.3505071699619293,0.28472045063972473,0.22606883943080902
abstract_137803.jpg,0.12438281625509262,0.11759932339191437,0.26879528164863586,0.3184719383716583,0.2923066020011902
abstract_140344.jpg,0.272207647562027,0.29302558302879333,0.26929017901420593,0.23829548060894012,0.25219184160232544
abstract_140898.jpg,0.2305305451154709,0.23581984639167786,0.21490593254566193,0.23480555415153503,0.21269820630550385
abstract_141760.jpg,0.4159385561943054,0.44177180528640747,0.4617065191268921,0.44728174805641174,0.41951462626457214
abstract_145743.jpg,0.3564620912075043,0.3802541196346283,0.39793601632118225,0.3684810698032379,0.3036624491214752
abstract_149245.jpg,0.283374160528183,0.3129176199436188,0.30629128217697144,0.3102581202983856,0.29986515641212463
abstract_149611.jpg,0.32915160059928894,0.34140366315841675,0.3529890477657318,0.32435858249664307,0.3020680844783783
abstract_153176.jpg,0.3433001637458801,0.38603276014328003,0.38820990920066833,0.37955158948898315,0.332202285528183
abstract_153861.jpg,0.14789068698883057,0.1345014125108719,0.14774496853351593,0.14767318964004517,0.1512794941663742
abstract_159220.jpg,0.2537339925765991,0.26093509793281555,0.28370052576065063,0.28981566429138184,0.2780092656612396
abstract_161035.jpg,0.2617205083370209,0.25758934020996094,0.26580390334129333,0.30543407797813416,0.3254896104335785
abstract_16310.jpg,0.3063053786754608,0.31342652440071106,0.2847587764263153,0.25974321365356445,0.3167722821235657
abstract_16401.jpg,0.11059767752885818,0.108270063996315,0.10613986849784851,0.12750455737113953,0.14656266570091248
